query,count,#docs
"bdi e ""custos indiretos""",1,10
"bdi e ""composição de preços""",1,4
bdi e  alíquota e iss,1,5
bdi diversos e bdi,1,3
bdi  e projeto ,1,6
bdi  e orçamento e proposta e igual,1,1
bdi  e irpj e csll,1,21
bdi  e corr*,1,12
bastando que o agente tenha agido com culpa grave,1,1
base e cálculo e medição e obra,1,1
base de cálculo e acréscimo,1,10
base de cálculo acréscimos e supressões,1,3
bandas e artistas,1,5
banda e contrato e exclusividade,1,1
bancária e tomada,1,4
banco e do e brasil,1,29
"banco do brasil e ""banco do brasil""",1,11
banca  e concurso público,1,1
balanço patrimonial e índices balanço,1,1
balanço patrimonial e sped,1,3
balanço patrimonial e registro,1,4
bdi e empresa,1,21
bdi e inferior,1,5
atestado e capacidade  e técnica e quantitativo e mínimo e valores,1,5
beneficio especial  e teto,1,2
benefícios obra e aproveitamento sociedade obra,1,5
"atestado de capacidade técnica pessoa física e atestado capacidade técnica ""emitido por pessoa física""",1,1
benefício especial e teto,1,2
benefício especial e remuneração,1,11
benefício e município e conta,1,7
atestado de experiência e atestado de capacidade técnica,1,24
benefício e especial e teto,1,2
atestado de qualificação técnica e quantitativo,1,29
benefício alimentação e  refeição,1,3
beneficiários da pensão por morte  e união estável,1,3
beneficiário e fraude,1,14
beneficios previdenciarios e continuada,1,5
beneficio especial e cobrança,1,2
beneficio e especial e teto,1,2
bdi e justificativa,1,5
bem público e autorização,1,3
bem e imóvel e empresa e pública,1,1
bdi e rdc,1,5
atestado e acervo,1,12
bdi e proposta,1,25
bdi e preenchimento,1,1
bdi e pis,1,3
bdi e orçamento base,1,14
bdi e obras  e superfaturamento  e global,1,1
bdi e o que compõe o bdi,1,3
bdi e limite e percentual,1,7
bdi e limite,1,9
bdi e licitante,1,20
balanço patrimonial e mei,1,1
atestado e capacidade e tecnica e engenharia,1,7
ausência e reajuste,1,2
atestado e capacidade e técnica e concorrente,1,1
auxilio moradia e servidor federal ,1,1
auxilio e funeral,1,7
auxilio alimentação e licitação ,1,7
auxilio alimentação e auxilio refeição,1,3
auxilio alimentação e aposentado,1,3
auxiliares e enfermagem,1,2
auxiliar e enfermagem,1,2
"autuação e ""marco interruptivo"" e prescrição",1,1
autotutela e anular e atos,1,2
autorização para realizar a despesa,1,2
autorização legislativa e concessão,1,1
autorização e fabricante ,1,6
autorização e bem publico,1,3
autorização de pagamento sem a devida liquidação da despesa,1,1
autorização de pagamento sem a devida liquidação,1,1
atestado e de e capacidade e técnica,1,156
autorização  e dispensa ,1,4
autoridade que homologa o processo licitatório,1,1
autoridade que homologa o pregão,1,2
atestado e de e capacidade e técnica e compatíveis,1,6
atestado e de e capacidade e técnica e objeto e similar,1,3
autor e do e projeto,1,33
autor do projeto o direito subjetivo,1,4
autonomia e instância,1,1
autenticação e documentos e habilitação e formalismo e habilitação,1,2
autenticação  e cópia,1,5
atestado e direito público,1,1
ausência responsabilidade gestor do contrato e gestor do contrato,1,8
ausência e termo de referência,1,3
auxílio alimentação  e indevido,1,5
auxílio e alimentação,1,26
auxílio-alimentação e restituição,1,3
bagatela e multa ,1,1
"balanço patrimonial e ""microempresa",1,1
balanço na forma da lei e balanço patrimonial,1,2
balanço e responsabilidade,1,2
balanço e registro,1,4
atestado e capacidade e técnica e desclassificação,1,1
balanço e patrimonial e licitação,1,9
atestado e capacidade e técnica e notas e fiscais,1,6
balanço e mei,1,1
atestado e capacidade e técnica e parcial,1,2
balanço  e mei,1,1
balanco licitacoes e mei,1,1
"baixo risco, materialidade e relevância",1,1
baixo e valor e pro$,1,4
atestado e capacidade e técnica e similar e objeto,1,3
auxílio-alimentação e taxa negativa,1,2
atestado e capacidade técnica e 50%,1,13
ação e improbidade,1,11
aviso e de e licitação,1,14
averbação e tempo público e regra de transição,1,1
atestado e concomitante,1,2
averbação e direito e adquirido e aposentadoria,1,1
averbação e  tempo e aluno e aprendiz ,1,6
averbação de tempo e militar,1,9
averbação de tempo e escola,1,6
averbação de adicional por tempo de serviço prestado a município,1,5
atestado e contrato,1,29
avaliação e aquisição e alienação,1,1
avaliação e amostra e julgamento objetivo,1,3
ata de registro de preços e sistema s,1,3
"citação e ""não procurado""",1,3
citação e advogado,1,1
art. 27 a 31,1,16
consórcio e participação,1,26
art. 22 e lindb,1,11
consórcio e multa,1,3
consórcio e limitação ,1,2
consórcio e limitação,1,2
"art. 24, i",1,50
consórcio e habilitação ,1,4
consórcio e habilitação,1,4
consórcio e específico,1,2
consórcio e edital,1,3
consórcio e débito,1,5
art. 25 e caput,1,6
consórcio  e qualificação  e técnica ,1,1
consultoria e pregao ,1,6
consultoria e pagamento,1,1
consultoria e inexigibilidade,1,1
consultoria e assessoria,1,1
consulta e tese,1,10
consulta e recurso,1,78
consulta e pública,1,279
consulta e não e conhec$,1,13
consulta e licitação ,1,109
consulta e concreto,1,20
art. 25 e caput e inviabilidade,1,3
"consulta e ""parecer jurídico""",1,3
consulta a contratos públicos,1,56
consulta  e execução decisão ,1,3
construção e acesso,1,1
constituição e prazo mínimo,1,2
art. 21 lrf e nomeação,1,1
art. 21  e lrf ,1,2
"art. 19, inciso i",1,10
contas e 2015,1,157
contas e município e finalidade,1,18
art 6º in/tcu71/2012 e inciso ii,1,7
contas e governo,1,21
contas e gestão,1,175
art e cat,1,7
contas e dirigentes,1,21
contas e concedente e analisar,1,8
contas e concedente,1,103
contas e análise e prestação,1,51
contas e análise,1,98
contas e anuais e baixa materialidade,1,1
contas e analisar,1,14
contas e 2015 e presidente,1,2
contas de responsável falecido e sem citação,1,9
consórcio e subcontratação,1,2
contas de governo e contas de gestão,1,3
contas após a citação,1,117
contas  e econômicas  e ambientais,1,2
contagem de tempo de serviço  e localidade especial ,1,4
contador e responsável,1,1
contador e responsabilidade,1,1
contador  e licitante,1,1
contabilidade pública e stn,1,2
"conta vinculada e ""conta vinculada""",1,3
art.  e  213,1,5
art.  e 213,1,5
consórcio público e ,1,9
consórcio e substituição,1,2
constitucionalidade e decreto,1,1
art. 28 e lei 13.303/2016,1,3
contas e omissão e citação,1,23
"consiste em firmar o contrato com os valores originais da proposta e, antes do início da execução contratual, celebrar termo aditivo reajustando os preços de acordo com a variação do índice previsto no edital relativa ao período de somente um ano, contado a partir da data da apresentação das propostas ou da data do orçamento a que ela se referir",1,1
conselho e decreto,1,29
conselho e concomitante,1,1
conselho de fiscalização profissional plano de cargos e salários,1,3
conluio e resultado,1,1
"art. 40, xiv, a",1,6
conluio  e direcionamento,1,1
"conjunto robusto de elementos que indiquem direcionamento de licitação em favor de certa empresa, ainda que do respectivo contrato não tenha resultado dano, justifica a aplicação de multa aos gestores responsáveis e a declaração de inidoneidade da empresa favorecida pela fraude.",1,1
conjunto e agente,1,10
conhecimentos técnicos específicos e habilitação legal,1,7
conhecimento e preparo,1,1
congresso e inexigibilidade,1,132
confusao entre empresa e sócio,1,3
confraternização e confraternização,1,291
confraternizacao e servidores,1,7
art. 41 e modelo,1,1
conflito e interesses e fiscal e contrato,1,4
conflito de interesses sócio e servidor,1,2
configuração do caso fortuito e força maior,1,1
"configura restrição ao caráter competitivo da licitação a exigência, para fins de comprovação da capacidade técnico-profissional, de demonstração de vínculo empregatício do profissional com a empresa licitante (arts. 3º, § 1º, inciso i, e 30, § 1º, inciso i, da lei 8.666/1993) .",1,1
"configura restrição ao caráter competitivo da licitação a exigência, para fins de comprovação da capacidade técnico-profissional, da demonstração de vínculo societário ou empregatício, por meio de carteira de trabalho, do responsável técnico com a empresa licitante, sendo suficiente a comprovação da disponibilidade do profissional mediante contrato de prestação de serviços, sem vínculo trabalhista e regido pela legislação civil",1,3
confea e capacidade,1,5
conexão e continência,1,1
art. 47-a,1,1
conduta e omissiva e responsabilização,1,14
"art. 48, i",1,11
condições e habilitação e pagamento,1,2
condições de habilitação e manutenção,1,14
condição e pre e existente,1,1
condenação e município e prazo,1,2
conselho e diária,1,29
"art. 3º, §1º, i da lei 8.666/93",1,1
"art. 30, §1º, i",1,43
conselhos de fiscalização e consultoria juridica,1,1
conservação e manutenção,1,16
conservação e limpeza,1,6
conselhos profissionais e trabalhista,1,2
conselhos profissionais e prestação de serviços,1,8
conselhos profissionais e lrf,1,3
"art. 28, § 3°, inciso i, lei 13.303/2016",1,2
conselhos profissionais e clt,1,7
"art. 28, §3º, i",1,4
conselhos e profissionais,1,208
"art. 28, §3º, inciso i, lei 13.303/2016",1,2
art. 29-a,1,1
conselhos de fiscalização e eventos,1,1
conselhos de fiscalização e contas,1,19
conselhos de fiscalização e conselheiros requisitos,1,6
conselho e municipal e assistência e social,1,5
art. 30 e caput,1,2
conselhos de acompanhamento e controle social,1,3
conselhos  e municipais  e representante,1,1
conselhos  e gestores,1,8
conselho$ e profiss$ e seletivo,1,7
art. 30 e inciso i,1,41
conselho regional de administração e locação de mão de obra,1,1
conselho que fiscalize a atividade,1,5
"conselho profissional, plano de cargos e salários",1,3
conselho profissional e pregão eletrônico,1,5
conselho municipal  e conselho municipal de saúde,1,2
"art. 30, i da lei 8.666/1993",1,64
conselho e nepotismo,1,4
contas e nexo de causalidade e débito,1,19
contas e pessoa jurídica,1,76
citação e ampla defesa,1,104
contratacao e emergencial e servico continuado,1,1
contratação direta e termo de referência,1,1
contratação direta e projeto,1,12
contratação direta e planilha ,1,6
contratação direta e irregularidade,1,15
contratação direta e fraude,1,3
contratação direta e desídia,1,5
apólice e seguro,1,3
contratação direta e consultoria,1,2
contratação direta e confiança,1,1
contratação de serviços e lote,1,1
contratação de serviços e equipamento,1,14
contratação de serviços de publicidade e propaganda por agência,1,1
contratação de serviço e material,1,16
contratação de remanescente  e serviço,1,9
contratação de profissionais da saúde e credenciamento,1,1
após o término da fase de instrução,1,7
aquisição de bens e contratação de serviços e irregularidade,1,1
contratação de bens e serviços pelas organizações sociais,1,2
contratação de bens e serviços mesma licitação,1,125
contratação de bens e serviços em tecnologia da informação,1,24
aquisição de medicamentos e tabela,1,2
contratação aquisição e manutenção de bem,1,2
contratação advogado inexigibilidade e ,1,1
contratação  e sem  e justificativa  e quantitativo,1,1
aquisição e bens e pessoa e física,1,2
contratação  e parente e licitação,1,5
contratar com o poder público ,1,29
contratante e alteração,1,6
contratado e interessado,1,12
contratação direta por valor e pequeno valor,1,15
"contratação e ""pessoa jurídica"" e ""serviço social autônomo""",1,2
"contratação e ""preço global""",1,34
contratação e direta e fundação e pesquisa,1,2
contratação e sem concurso público e terceirização,1,1
contratação e sem concurso público,1,10
contratação e restrição e competição,1,21
contratação e preço global,1,37
contratação e outsourcing impressão,1,3
contratação e municipio ,1,21
apresentação e garantia e proposta e momento,1,2
contratação e imprensa ,1,2
"aproveitamento e ""concurso público"" candidato previsão edital",1,4
contratação e direta e termo de referência,1,1
aproveitamento e candidatos e concurso,1,11
contratação e direta e planejamento e responsabilização,1,3
contratação e direta e pesquisa e preço,1,8
aproveitamento e concurso público,1,11
apuração e responsabilização ,1,4
contratação e direta e dispensa e licitação,1,97
aproveitamento e defesa,1,7
aproveitamento e licitação,1,41
contratação e curso,1,9
contratação e correios e telégrafos,1,2
contratação e buffet,1,9
contratação e bandas e locais ,1,2
contratação e anvisa e autorização e funcionamento ,1,1
contratação e aliment$ e eventos,1,1
contratação e advogado e inexigibilidade e notória,1,1
contratação e advogado e contratação de serviços advocatícios  e contratação de serviços advocatícios e inexigibilidade,1,1
contratação e advogado e contratação de serviços advocatícios ,1,11
aptidão para o desempenho ,1,1
contratacao e servidor e temporario ,1,15
contratacao direta e fracassada,1,1
arrendamento e terminal portuário,1,1
aquisição e imóvel e requisitos,1,3
contraditório e aposentadoria,1,26
contraditório e ampla defesa tomada de contas,1,81
contraditório e ampla defesa sanção,1,5
contraditório e ampla defesa em processo de tce,1,36
contraditório e ampla defesa e sigilo,1,7
contraditório e ampla defesa e sigil$,1,10
contraditório e ampla defesa e fase interna,1,31
contraditório e ampla defesa ausência de prejuízo,1,12
arquivamento e contraditório,1,14
contraditório e alteração débito,1,4
contraditório e a ampla defesa,1,263
contraditório e  ampla defesa,1,258
contraditório e,1,282
contraditorio e determinacao e servidores,1,4
contraditorio e ampla defesa e determinações,1,18
arquivamento e pensionista*,1,1
contra e colaborador,1,23
continuidade e tempo,1,8
"continuidade da execução de serviços após esgotado o prazo de vigência contratual caracteriza contratação verbal, situação vedada pelo art. 60, parágrafo único, da lei 8.666/1993",1,1
continui$ e prescrição,1,2
continuado e vigência,1,5
continuado e crédito,1,1
continuado e caracterização,1,1
arrecadação e taxa e inscrição e concurso e público,1,5
arredondamento de tempo de serviço e aposentadoria,1,23
contas ordinárias e pessoas privadas,1,8
contas iliquidáveis e caso fortuito,1,5
contas e stf,1,20
arrendamento e mercantil ,1,3
contraditório e contraditório e ampla defesa,1,258
contraditório e contraditório e ampla defesa e processo,1,105
contraditório e contraditório e multa,1,4
contradição e edital,1,3
contrapartida e majoração,1,3
contrapartida e débito ,1,41
contrapartida e débito,1,41
contrapartida e convênio e conta ,1,15
aquisição e instalação,1,4
contrapartida e convenio e juros,1,4
contrapartida e (privado ou entidade),1,6
"contrapartida e ""tomada de contas especial"" e débito",1,3
contradição e vincula,1,2
contradição e jurisprudência e recurso ,1,1
contradição e jurisprudência,1,16
contradição e embargos e instrução,1,14
aquisição passagens áreas e ,1,8
contradição  e edital e licitação ,1,3
arp e vigência,1,12
contraditório ou ampla defesa e documento,1,21
contraditório e tempo,1,28
contraditório e tce,1,81
contraditório e sanção,1,7
contraditório e pregão,1,1
contraditório e origem,1,1
aquisição única e sistema de registro de preços,1,1
contraditório e interessado e licitação,1,4
contraditório e interessado e licitante,1,2
contraditório e interessado,1,44
contraditório e herdeiros,1,11
arp  e controle,1,6
contraditório e documentos  e acesso,1,6
concurso público e prova discursiva,1,1
concurso público e licitação,1,30
art. 56 e garantia,1,21
comissionado e exoneração,1,11
compensação créditos e débitos superfaturamento,1,2
compensação acréscimo e supressão,1,29
compensação acrescimo e decrescimo,1,1
compensação  e ambiental,1,13
compatível com o objeto,1,34
compativel e atestado de capacidade tecnica,1,6
assinar e assinar contrato,1,5
compatibilidade de mercado do preço a ser contratado,1,11
comparecimento e nulidade,1,9
assinar e assinar contrato e desistir,1,2
comparação com os preços praticados pelo fornecedor junto a outras instituições,1,1
comp* contratada e pesq*,1,14
comodato e equipamento,1,1
comissão e respon$,1,154
comissão e permanente e licitação,1,15
comissão e organizadora,1,2
comissão e licitação e nomeação,1,1
comissão e licitação e impedimento,1,3
assinar o contrato,1,6
comissão e instituir,1,4
comissão e exercício e irregularidade,1,25
comissão e diligências,1,9
comissão de licitação e responsabilização,1,1
comissão de licitação e responsabilidade,1,58
"comissão de fiscalização e fiscal de contrato e comissão e ""comissão"" e ""fiscalização"" e ""contrato""",1,1
comissão de fiscalização e fiscal de contrato e comissão,1,1
"comissão de fiscalização e ""comissão"" e ""fiscalização"" e ""contrato""",1,3
comissão  e licitação e desclassificação,1,4
comissão  e licitação e decisão e motivação,1,1
assentamento e reforma agraria,1,3
compensação de acréscimo e decréscimo,1,1
compensação de aditivo e supressão em obras,1,5
compet$ e tcu e subjetivo$,1,19
artista e valor,1,9
artistas e justificativa,1,1
competitividade e registro profissional,1,2
arts. 19 e 20 lrf,1,2
arts. 62 e 63,1,6
competitividade e licença ambiental,1,1
competitividade e contratação e brasil,1,1
competitividade e adoção,1,9
competitividade atestado e similar,1,1
competitividade atestado e exclusivamente,1,5
competencia e concorrente ,1,6
competencia do tcu e agente privado,1,15
compete e gestor e ônus e prova e aplicação e recursos,1,11
"as cláusulas de reajuste podem e devem ser revistas a qualquer tempo, em respeito a prevalência da garantia de manutenção da equação econômico-financeira do contrato",1,1
"as sanções de suspensão temporária de participação em licitação e impedimento de contratar com a administração, previstas no art. 87, inciso iii, da lei 8.666/1993, alcançam apenas o órgão ou a entidade que as aplicaram",1,1
compensação entre supressão e acréscimo,1,29
compensação entre acréscimos e supressões contratuais,1,22
"as determinações expedidas por ele possuem força cogente, de modo que, no caso de dúvidas ou inconformismo, deve o gestor apresentar, tempestivamente, os recursos cabíveis, não lhe sendo permitido optar por cumprir a determinação de forma parcial, sob pena de incorrer em multa",1,1
compensação e valores maior,1,2
as empresas que contratam com a administração devem ofertar preços compatíveis com os de mercado,1,1
compensação e itens,1,14
as justificativas para a inexigibilidade e dispensa de licitação ,1,11
compensação e compensação crédito débito,1,7
compensação e compensação,1,109
compensação e aditivo,1,33
compensação e acréscimo e supressão,1,29
as presunções de veracidade e valor ,1,1
compensação de supressão e acréscimo,1,29
comissionado e proporção,1,1
assinatura de documento  e licitação ,1,2
concurso público e conselhos de fiscalização,1,38
combustíveis e fornecimento,1,8
citação espólio e julgamento pela irregularidade,1,1
citação e validade ,1,87
associação e pessoal,1,14
citação e revelia,1,8
citação e representante,1,6
"associação pode participar de licitação e associação, licitação",1,1
citação e quitação,1,4
citação e presunção,1,2
ata de registro de preço e autorizações,1,1
citação e pessoal,1,10
citação e pessoa jurídica,1,14
citação e personalidade e jurídica e fim,1,1
citação e personalidade e jurídica,1,15
citação e nulidade e recursal,1,3
ata de registro de preços e acórdão 2842/2016-plenário,1,1
citação e multa e 57 e 58,1,2
ata de registro de preços e alteração,1,1
citação e morte,1,39
citação e inválida e um responsável,1,4
citação e inválida,1,8
citação e falecimento,1,39
citação e falecido,1,22
citação e espólio e prejuízo,1,11
citação e específica,1,3
citação e endereço diverso,1,1
ata de registro de preços e contrato,1,15
citação e edital,1,17
ata de registro de preços e prorrogação,1,6
citação e arquivamento,1,29
citação revelia e citação,1,9
citação válida e gestor falecido,1,3
ciência e ampla defesa,1,10
cnpj e cpf,1,4
combinação e técnica ,1,2
colegiado e recurso,1,4
colaborador  e eventual  e diárias,1,4
assinatura e edital,1,7
coisa e julgada,1,389
assinatura e ordenador,1,12
assinatura e pagamento,1,10
assinatura e proposta,1,5
coeficientes e erro,1,4
cobrança e racionalidade e administrativa e arquivamento e sem e cancelamento e débito,1,3
cnpq e bolsista e projeto,1,2
cnpq e bolsista,1,20
cnpq e bolsa e multa,1,15
assinatura ordenador e assinatura documento,1,6
ciência e condições  e edital,1,2
cláusulas e colaboração e premiada ,1,2
assistencia social e entidade,1,6
cláusula e reajuste ,1,13
assistência técnica e contrato,1,1
associa$ e autorização,1,8
cláusula de reajuste e obrigatória,1,5
clt e fgts,1,1
claúsula e necessária e contrato,1,8
clausula de vencimento antecipado e clausula de vencimento antecipado,1,1
classificada e laudos,1,3
ciência e tecnologia,1,6
associação e filiada,1,6
ciência e contraditório,1,4
competência  e sociedade e economia e mista,1,14
competência contratos administrativos e contrato administrativo,1,44
competência do tcu  e lei orçamentária,1,11
artista e representação,1,8
concessão e onerosa e espaço e publico,1,1
art. 73 vi a ,1,4
concessão e indenização e reequilíbrio,1,2
concessão e estudos,1,36
"art. 73, vi, a da lei 9.504/97",1,1
concessão e divulgação,1,4
concessão e de e incentivos e e e benefícios e fiscais,1,3
concessão e contrapartida,1,2
concessão e capital,1,7
concessão e abono e permanência,1,7
"concessão e ""preço de mercado"" e ""reequilíbrio""",1,1
concessão de serviço público e estudos,1,12
concessão de serviço e divulgação,1,2
concessão de reequilíbrio econômico-financeiro e reajuste,1,1
concessão de novo e improrrogável,1,13
concessão  e risco,1,14
concessão  e receitas alternativas,1,1
concessão  e autorização e legislativa,1,1
"art. 75, §1º e licitações",1,1
comunicação e penalidade,1,12
comunicação  e prefeito sucessor,1,1
compu* e rede,1,5
comprovação técnica e parcela de maior relevância,1,10
comprovação e vínculo e engenheiro,1,1
comprovação e vínculo e engenharia,1,1
comprovação e responsabilidade,1,183
art. 7º e impedimento de licitar,1,7
"art. 87, inciso iii e suspensão temporária",1,24
comprovação e despesas e obras,1,5
concessão e pequena empresa,1,34
concessão e permissão e serviço e público,1,5
concessão e permissão e serviço e público e licitação,1,2
concurso e homologação e publicação ,1,4
concurso público e conselhos,1,38
concurso público  e terceirização,1,13
concurso público  e restrição,1,3
concurso público  e competitividade,1,1
concurso e taxa,1,15
concurso e público e justificativa,1,5
concurso e publicidade,1,31
concurso e projeto arquitetônico e contratação direta,1,1
concurso e orçamentária,1,3
concurso e nomeação e lrf,1,1
concurso e modalidade concurso,1,3
"art. 57, § 1º, ii e prorrogação de contrato",1,1
concurso e impedimento,1,9
concurso e art. 21 lrf,1,1
concessão e poder de polícia,1,1
concorrência e negociação,1,1
concorrência e convite,1,2
concorrência e contratação integrada,1,2
art. 59 e parágrafo único,1,1
concorrencia e permissao,1,1
concessões e projeto basico,1,4
concessão rodovia tarifa e calculo tarifa,1,1
concessão e uso e restaurante,1,3
concessão e uso e lanchonete,1,3
concessão e serviço público e saneamento,1,5
"art. 65, inciso i, alínea b",1,1
concessão e resíduos sólidos,1,1
art. 69 e reparação,1,3
comprovação e competência e gestor,1,3
comprovação de vínculo  e responsável técnico,1,16
comprovação contratos e notas fiscais,1,6
competência e gestão e operações de crédito,1,7
competência transferências fundo a fundo,1,49
competência tcu   e direito privado,1,43
competência para a licitação,1,342
competência e unidade e federação,1,11
competência e tribunais de contas fundo a fundo,1,28
competência e terceiros,1,63
competência e tcu e estatal,1,20
competência e relação contratual,1,2
competência e recursos federais,1,156
"artigo 25, i",1,3
"artigo 25, inciso i",1,2
competência e pessoal e judiciário e ilegalidade,1,1
competência e leniência,1,11
competência e gestão e bancos,1,3
complexidade e engenharia consultiva,1,1
artigo 57 e convênios,1,2
artigos 5º e 10 da in-tcu 56/2007,1,1
competência e fundos de pensão,1,8
artista e cache,1,23
competência e fiscalização e fnde e tribunal,1,1
competência e fiscalização e fnde,1,1
competência e diárias,1,4
competência e deliberar,1,6
competência e cpl e ausência de responsabilidade,1,1
competência e concorrente e município,1,3
artista e inexigibilidade,1,39
competência do tcu e repasse,1,19
competência do tcu e recursos não orçamentário,1,344
complementaridade e recurso,1,1
complexidade tecnológica e operacional,1,1
art. e 25 e caput,1,6
compra direta e valor e licitação,1,2
comprovante e entrega e material,1,2
comprovante  e despesa e convênio,1,16
compromisso e terceiro,1,3
comprasnet e preço de mercado,1,1
compras e sistema de registro de preços,1,1
compras e licitações e saúde,1,3
compras e art. 15,1,5
compras diretas e empresas públicas,1,1
compra ou locação de bens e melhor alternativa,1,1
compra e prorrogação do contrato,1,4
compra e locação,1,3
compra e fracionada,1,2
compra e dispensa e imóvel,1,1
composições próprias  e obra pública,1,20
complexidade tecnológica e operacional equivalente ou superior,1,1
composição e preços e novos,1,5
art. e 26 e lindb,1,1
composição e preço e bdi,1,20
composição e preço,1,62
composição e pregão eletrônico,1,2
art.30 e iv,1,3
art.57 e §1º e ii,1,6
composição e composições diferentes,1,4
composição de custos unitários e contratação integrada,1,5
art.74 i,1,3
composição de custos e compra,1,1
comportamento inidôneo e ,1,2
comportamento inidoneo e dolo,1,1
dispensa e xvi,1,3
dispensa em situações de emergência e quando caracterizada urgência,1,4
dispensa emergencial  e  180 dias,1,8
inexigibilidade e exemplificativa,1,2
inexigibilidade e pesquisa de mercado,1,2
inexigibilidade e penalidade,1,1
"a justificativa de preço em contratação decorrente de inexigibilidade de licitação (art. 26, parágrafo único, inciso iii, da lei 8.666/1993) e justificativa de preço decorrente de inexigibilidade",1,1
"a justificativa de preço em contratação decorrente de inexigibilidade de licitação (art. 26, parágrafo único, inciso iii, da lei 8.666/1993) e justificativa de preço decorrente de inexigibilidade e comparação de valor ofertado para inexigibilidade",1,1
inexigibilidade e notória especialização ,1,38
a justificativa do preço em contratações diretas,1,26
a justificativa do preço em contratações diretas deve ser realizada ,1,2
a justificativa do preço praticado em inexigibilidade,1,5
inexigibilidade e livros,1,1
a lei 13.019/2014 não pode ser aplicada aos ajustes cujo objeto envolva parceria e fomento à atuação do setor privado sem fins lucrativos para a prestação de serviços de caráter complementar no sus,1,1
inexigibilidade e licitação e justificativa de preços,1,16
inexigibilidade e licitação e 25%,1,99
inexigibilidade e licitacao e escritorio e advocacia,1,7
a liquidação da despesa sem a correspondente prestação dos serviços conduz à responsabilização solidária da empresa beneficiária e do agente público encarregado do recebimento dos serviços contratados,1,1
a menor,1,168
inexigibilidade e justificativa do preço,1,16
inexigibilidade e justificativa de preços,1,16
a menos de cinco anos,1,6
inexigibilidade e inviabilidade e caput,1,3
a mera execução do objeto  conveniado não é suficiente para aprovar as contas do gestor responsável,1,1
inexigibilidade e inexigibilidade obra,1,5
inexigibilidade e inexigibilidade curso,1,4
inexigibilidade e inexigibilidade capacitação,1,2
inexigibilidade e ineditismo,1,3
inexigibilidade e fraude,1,1
inexigibilidade e fornecedor exclusivo e preço,1,1
inexigibilidade e fornecedor exclusivo ,1,25
a mera existência de erro material ou de omissão na planilha de custos ,1,3
inexigibilidade e fabricante,1,11
inexigibilidade e pesquisa de preços ,1,2
inexigibilidade e planejamento,1,1
"a justificativa de preço em contratação decorrente de inexigibilidade de licitação (art. 26, parágrafo único, inciso iii, da lei 8.666/1993)",1,1
inexigibilidade e serviços e advocatícios ,1,22
inexigibilidade e telefonia,1,2
inexigibilidade e tecnologia e informação,1,1
inexigibilidade e tecnologia,1,3
a existência de decisão judicial ,1,45
a existência de fortes indícios de conluio entre os participantes de procedimento licitatório pode levar à declaração de inidoneidade de empresa licitante,1,1
"a existência de parecer jurídico não é suficiente para afastar a responsabilidade do agente público pela prática de ato irregular, entretanto pode ser considerada circunstância atenuante na dosimetria da pena.",1,1
inexigibilidade e software ,1,7
"a fiscalização do tcu, em processo de regulação, deve ser sempre de segunda ",1,1
inexigibilidade e singularidade e notória e inviabilidade,1,13
"a fixação, para fins de habilitação, de percentual de patrimônio líquido mínimo em relação ao valor estimado da contratação",1,1
a função de ordenador de despesa ,1,5
inexigibilidade e sigilo,1,2
inexigibilidade e setor,1,18
inexigibilidade e serviços advocatícios,1,22
a justificativa de preço em contratação decorrente de inexigibilidade de licitação ,1,1
inexigibilidade e serviço e singularidade,1,48
inexigibilidade e serviço e manutenção,1,3
inexigibilidade e serviço de água e esgoto,1,1
inexigibilidade e serviço continuado,1,1
inexigibilidade e serviço,1,104
inexigibilidade e servidor,1,1
inexigibilidade e saúde,1,4
inexigibilidade e rol,1,2
a inclusão posterior,1,6
"a inexistência de projeto básico  completo e com nível de precisão adequado, capaz de permitir a perfeita delimitação e  quantificação do objeto a ser contratado, enseja a anulação do certame licitatório",1,1
inexigibilidade e registro,1,2
a juntada de novos,1,14
inexigibilidade e prorrogação,1,4
"a mera participação de licitante como microempresa ou empresa de pequeno porte, amparada por declaração",1,5
inexigibilidade e exclusivo ,1,29
inexigibilidade e terceirização,1,2
a mera variação de preço,1,5
"a perda da condição de microempresa ou empresa de pequeno porte, por ser ato declaratório, é de responsabilidade da sociedade empresarial.",1,1
a perda da regularidade fiscal ,1,1
"inexigibilidade e art. 25, i e serviços",1,9
inexigibilidade e advocatício ,1,22
a pesquisa de preços,1,95
inexigibilidade e 25 e caput,1,3
"inexigibilidade e ""pesquisa de preços""",1,1
"inexigibilidade e ""consultoria jurídica""",1,1
inexigibilidade de licitação produto e serviço,1,2
inexigibilidade de licitação e água,1,1
inexigibilidade de licitação e software,1,7
a posteriori,1,12
"a prescrição da pretensão de ressarcimento e punitiva tem como marco inicial, quando há o dever de prestar contas, a data em que essas deveriam ser prestadas, em caso de",1,1
inexigibilidade de licitação e preço,1,28
inexigibilidade de licitação e pesquisa,1,5
inexigibilidade de licitação e monopólio,1,1
inexigibilidade de licitação e imóvel,1,2
inexigibilidade de licitação e fornecedor exclusivo,1,25
a prescrição da pretensão punitiva,1,101
inexigibilidade de licitação e esgoto,1,1
inexigibilidade de licitação e contratação de advogado,1,1
"a prescrição da pretensão punitiva do tcu subordina-se ao prazo geral de prescrição disposto na lei 10.406/2002 (código civil) , dez anos, contado a partir da data da ocorrência da irregularidade e interrompido pelo ato que ordenar a citação, a audiência a ou a oitiva da parte.",1,3
