ID,TEXT,SOURCE,1,2,3,4,5,6,7,8,9,10
126,"É necessária reposição de importâncias indevidamente percebidas, de boa-fé, por servidores, em virtude de erro escusável de interpretação de lei por parte do órgão/entidade?",LLM,"É necessária reposição de importâncias indevidamente percebidas, de boa-fé, por servidores, em virtude de erro escusável de interpretação de lei por parte do órgão/entidade? - Erro de direito","É necessária reposição de importâncias indevidamente percebidas, de boa-fé, por servidores, em virtude de erro escusável de interpretação de lei por parte do órgão/entidade? - Erro de direito, Princípio da boa-fé","É necessária reposição de importâncias indevidamente percebidas, de boa-fé, por servidores, em virtude de erro escusável de interpretação de lei por parte do órgão/entidade? - Erro de direito, Princípio da boa-fé, Má-fé","É necessária reposição de importâncias indevidamente percebidas, de boa-fé, por servidores, em virtude de erro escusável de interpretação de lei por parte do órgão/entidade? - Erro de direito, Princípio da boa-fé, Má-fé, Erro grosseiro","É necessária reposição de importâncias indevidamente percebidas, de boa-fé, por servidores, em virtude de erro escusável de interpretação de lei por parte do órgão/entidade? - Erro de direito, Princípio da boa-fé, Má-fé, Erro grosseiro, Pagamento indevido","É necessária reposição de importâncias indevidamente percebidas, de boa-fé, por servidores, em virtude de erro escusável de interpretação de lei por parte do órgão/entidade? - Erro de direito, Princípio da boa-fé, Má-fé, Erro grosseiro, Pagamento indevido, Irregularidade","É necessária reposição de importâncias indevidamente percebidas, de boa-fé, por servidores, em virtude de erro escusável de interpretação de lei por parte do órgão/entidade? - Erro de direito, Princípio da boa-fé, Má-fé, Erro grosseiro, Pagamento indevido, Irregularidade, Erro material","É necessária reposição de importâncias indevidamente percebidas, de boa-fé, por servidores, em virtude de erro escusável de interpretação de lei por parte do órgão/entidade? - Erro de direito, Princípio da boa-fé, Má-fé, Erro grosseiro, Pagamento indevido, Irregularidade, Erro material, Erro de procedimento","É necessária reposição de importâncias indevidamente percebidas, de boa-fé, por servidores, em virtude de erro escusável de interpretação de lei por parte do órgão/entidade? - Erro de direito, Princípio da boa-fé, Má-fé, Erro grosseiro, Pagamento indevido, Irregularidade, Erro material, Erro de procedimento, Erro acidental","É necessária reposição de importâncias indevidamente percebidas, de boa-fé, por servidores, em virtude de erro escusável de interpretação de lei por parte do órgão/entidade? - Erro de direito, Princípio da boa-fé, Má-fé, Erro grosseiro, Pagamento indevido, Irregularidade, Erro material, Erro de procedimento, Erro acidental"
127,É possível aquisição direta quando a falta de produto ou serviço pode colocar em risco a saúde das pessoas?,LLM,É possível aquisição direta quando a falta de produto ou serviço pode colocar em risco a saúde das pessoas? - Emergência,"É possível aquisição direta quando a falta de produto ou serviço pode colocar em risco a saúde das pessoas? - Emergência, Calamidade pública","É possível aquisição direta quando a falta de produto ou serviço pode colocar em risco a saúde das pessoas? - Emergência, Calamidade pública, Caso fortuito","É possível aquisição direta quando a falta de produto ou serviço pode colocar em risco a saúde das pessoas? - Emergência, Calamidade pública, Caso fortuito, Risco operacional","É possível aquisição direta quando a falta de produto ou serviço pode colocar em risco a saúde das pessoas? - Emergência, Calamidade pública, Caso fortuito, Risco operacional, Desastre","É possível aquisição direta quando a falta de produto ou serviço pode colocar em risco a saúde das pessoas? - Emergência, Calamidade pública, Caso fortuito, Risco operacional, Desastre, Saúde complementar","É possível aquisição direta quando a falta de produto ou serviço pode colocar em risco a saúde das pessoas? - Emergência, Calamidade pública, Caso fortuito, Risco operacional, Desastre, Saúde complementar, Risco de segurança da informação","É possível aquisição direta quando a falta de produto ou serviço pode colocar em risco a saúde das pessoas? - Emergência, Calamidade pública, Caso fortuito, Risco operacional, Desastre, Saúde complementar, Risco de segurança da informação, Negligência","É possível aquisição direta quando a falta de produto ou serviço pode colocar em risco a saúde das pessoas? - Emergência, Calamidade pública, Caso fortuito, Risco operacional, Desastre, Saúde complementar, Risco de segurança da informação, Negligência","É possível aquisição direta quando a falta de produto ou serviço pode colocar em risco a saúde das pessoas? - Emergência, Calamidade pública, Caso fortuito, Risco operacional, Desastre, Saúde complementar, Risco de segurança da informação, Negligência"
128,É obrigatória a divulgação dos preços estimados no edital nos pregões para aquisição de medicamentos?,LLM,É obrigatória a divulgação dos preços estimados no edital nos pregões para aquisição de medicamentos? - Preço estimado,"É obrigatória a divulgação dos preços estimados no edital nos pregões para aquisição de medicamentos? - Preço estimado, Estimativa de preço","É obrigatória a divulgação dos preços estimados no edital nos pregões para aquisição de medicamentos? - Preço estimado, Estimativa de preço, Princípio da publicidade","É obrigatória a divulgação dos preços estimados no edital nos pregões para aquisição de medicamentos? - Preço estimado, Estimativa de preço, Princípio da publicidade, Proposta de preço","É obrigatória a divulgação dos preços estimados no edital nos pregões para aquisição de medicamentos? - Preço estimado, Estimativa de preço, Princípio da publicidade, Proposta de preço, Compra","É obrigatória a divulgação dos preços estimados no edital nos pregões para aquisição de medicamentos? - Preço estimado, Estimativa de preço, Princípio da publicidade, Proposta de preço, Compra, Cláusula obrigatória","É obrigatória a divulgação dos preços estimados no edital nos pregões para aquisição de medicamentos? - Preço estimado, Estimativa de preço, Princípio da publicidade, Proposta de preço, Compra, Cláusula obrigatória, Planilha de custos e formação de preços","É obrigatória a divulgação dos preços estimados no edital nos pregões para aquisição de medicamentos? - Preço estimado, Estimativa de preço, Princípio da publicidade, Proposta de preço, Compra, Cláusula obrigatória, Planilha de custos e formação de preços, Registro de preços","É obrigatória a divulgação dos preços estimados no edital nos pregões para aquisição de medicamentos? - Preço estimado, Estimativa de preço, Princípio da publicidade, Proposta de preço, Compra, Cláusula obrigatória, Planilha de custos e formação de preços, Registro de preços, Relação municipal de medicamentos","É obrigatória a divulgação dos preços estimados no edital nos pregões para aquisição de medicamentos? - Preço estimado, Estimativa de preço, Princípio da publicidade, Proposta de preço, Compra, Cláusula obrigatória, Planilha de custos e formação de preços, Registro de preços, Relação municipal de medicamentos, Assistência farmacêutica"
129,"A contratação de professores, conferencistas ou instrutores para ministrar cursos de treinamento ou aperfeiçoamento de pessoal se enquadra na inexigibilidade de licitação?",LLM,"A contratação de professores, conferencistas ou instrutores para ministrar cursos de treinamento ou aperfeiçoamento de pessoal se enquadra na inexigibilidade de licitação? - Inexigibilidade de licitação","A contratação de professores, conferencistas ou instrutores para ministrar cursos de treinamento ou aperfeiçoamento de pessoal se enquadra na inexigibilidade de licitação? - Inexigibilidade de licitação, Conteudista","A contratação de professores, conferencistas ou instrutores para ministrar cursos de treinamento ou aperfeiçoamento de pessoal se enquadra na inexigibilidade de licitação? - Inexigibilidade de licitação, Conteudista, Instrutor","A contratação de professores, conferencistas ou instrutores para ministrar cursos de treinamento ou aperfeiçoamento de pessoal se enquadra na inexigibilidade de licitação? - Inexigibilidade de licitação, Conteudista, Instrutor, Curso de treinamento","A contratação de professores, conferencistas ou instrutores para ministrar cursos de treinamento ou aperfeiçoamento de pessoal se enquadra na inexigibilidade de licitação? - Inexigibilidade de licitação, Conteudista, Instrutor, Curso de treinamento, Licitação","A contratação de professores, conferencistas ou instrutores para ministrar cursos de treinamento ou aperfeiçoamento de pessoal se enquadra na inexigibilidade de licitação? - Inexigibilidade de licitação, Conteudista, Instrutor, Curso de treinamento, Licitação, Ensino profissional","A contratação de professores, conferencistas ou instrutores para ministrar cursos de treinamento ou aperfeiçoamento de pessoal se enquadra na inexigibilidade de licitação? - Inexigibilidade de licitação, Conteudista, Instrutor, Curso de treinamento, Licitação, Ensino profissional, Capacitação","A contratação de professores, conferencistas ou instrutores para ministrar cursos de treinamento ou aperfeiçoamento de pessoal se enquadra na inexigibilidade de licitação? - Inexigibilidade de licitação, Conteudista, Instrutor, Curso de treinamento, Licitação, Ensino profissional, Capacitação, Curso profissionalizante","A contratação de professores, conferencistas ou instrutores para ministrar cursos de treinamento ou aperfeiçoamento de pessoal se enquadra na inexigibilidade de licitação? - Inexigibilidade de licitação, Conteudista, Instrutor, Curso de treinamento, Licitação, Ensino profissional, Capacitação, Curso profissionalizante, Curso de formação","A contratação de professores, conferencistas ou instrutores para ministrar cursos de treinamento ou aperfeiçoamento de pessoal se enquadra na inexigibilidade de licitação? - Inexigibilidade de licitação, Conteudista, Instrutor, Curso de treinamento, Licitação, Ensino profissional, Capacitação, Curso profissionalizante, Curso de formação, Curso livre"
130,Qual é a diferença entre reajuste de preços e repactuação?,LLM,Qual é a diferença entre reajuste de preços e repactuação? - Repactuação,"Qual é a diferença entre reajuste de preços e repactuação? - Repactuação, Reposicionamento tarifário","Qual é a diferença entre reajuste de preços e repactuação? - Repactuação, Reposicionamento tarifário, Reformulação","Qual é a diferença entre reajuste de preços e repactuação? - Repactuação, Reposicionamento tarifário, Reformulação, Revisão contratual","Qual é a diferença entre reajuste de preços e repactuação? - Repactuação, Reposicionamento tarifário, Reformulação, Revisão contratual, Revisão tarifária","Qual é a diferença entre reajuste de preços e repactuação? - Repactuação, Reposicionamento tarifário, Reformulação, Revisão contratual, Revisão tarifária, Reativação","Qual é a diferença entre reajuste de preços e repactuação? - Repactuação, Reposicionamento tarifário, Reformulação, Revisão contratual, Revisão tarifária, Reativação, Preço","Qual é a diferença entre reajuste de preços e repactuação? - Repactuação, Reposicionamento tarifário, Reformulação, Revisão contratual, Revisão tarifária, Reativação, Preço, Índice de reajuste tarifário","Qual é a diferença entre reajuste de preços e repactuação? - Repactuação, Reposicionamento tarifário, Reformulação, Revisão contratual, Revisão tarifária, Reativação, Preço, Índice de reajuste tarifário","Qual é a diferença entre reajuste de preços e repactuação? - Repactuação, Reposicionamento tarifário, Reformulação, Revisão contratual, Revisão tarifária, Reativação, Preço, Índice de reajuste tarifário"
131,É possível a aplicação da recomposição mesmo após a aplicação do reajuste previsto no contrato?,LLM,É possível a aplicação da recomposição mesmo após a aplicação do reajuste previsto no contrato? - Recomposição de preços,"É possível a aplicação da recomposição mesmo após a aplicação do reajuste previsto no contrato? - Recomposição de preços, Contrato administrativo","É possível a aplicação da recomposição mesmo após a aplicação do reajuste previsto no contrato? - Recomposição de preços, Contrato administrativo, Reajuste de preços","É possível a aplicação da recomposição mesmo após a aplicação do reajuste previsto no contrato? - Recomposição de preços, Contrato administrativo, Reajuste de preços, Reformulação","É possível a aplicação da recomposição mesmo após a aplicação do reajuste previsto no contrato? - Recomposição de preços, Contrato administrativo, Reajuste de preços, Reformulação, Renovação","É possível a aplicação da recomposição mesmo após a aplicação do reajuste previsto no contrato? - Recomposição de preços, Contrato administrativo, Reajuste de preços, Reformulação, Renovação, Risco de renovação","É possível a aplicação da recomposição mesmo após a aplicação do reajuste previsto no contrato? - Recomposição de preços, Contrato administrativo, Reajuste de preços, Reformulação, Renovação, Risco de renovação, Índice de reajuste tarifário","É possível a aplicação da recomposição mesmo após a aplicação do reajuste previsto no contrato? - Recomposição de preços, Contrato administrativo, Reajuste de preços, Reformulação, Renovação, Risco de renovação, Índice de reajuste tarifário, Revisão contratual","É possível a aplicação da recomposição mesmo após a aplicação do reajuste previsto no contrato? - Recomposição de preços, Contrato administrativo, Reajuste de preços, Reformulação, Renovação, Risco de renovação, Índice de reajuste tarifário, Revisão contratual","É possível a aplicação da recomposição mesmo após a aplicação do reajuste previsto no contrato? - Recomposição de preços, Contrato administrativo, Reajuste de preços, Reformulação, Renovação, Risco de renovação, Índice de reajuste tarifário, Revisão contratual"
132,A retenção de pagamentos é permitida em caso de perda da regularidade fiscal?,LLM,A retenção de pagamentos é permitida em caso de perda da regularidade fiscal? - Regularidade fiscal,"A retenção de pagamentos é permitida em caso de perda da regularidade fiscal? - Regularidade fiscal, Retenção de impostos","A retenção de pagamentos é permitida em caso de perda da regularidade fiscal? - Regularidade fiscal, Retenção de impostos, Direito de retenção","A retenção de pagamentos é permitida em caso de perda da regularidade fiscal? - Regularidade fiscal, Retenção de impostos, Direito de retenção, Liquidação da despesa","A retenção de pagamentos é permitida em caso de perda da regularidade fiscal? - Regularidade fiscal, Retenção de impostos, Direito de retenção, Liquidação da despesa, Responsabilidade fiscal","A retenção de pagamentos é permitida em caso de perda da regularidade fiscal? - Regularidade fiscal, Retenção de impostos, Direito de retenção, Liquidação da despesa, Responsabilidade fiscal, Pagamento indevido","A retenção de pagamentos é permitida em caso de perda da regularidade fiscal? - Regularidade fiscal, Retenção de impostos, Direito de retenção, Liquidação da despesa, Responsabilidade fiscal, Pagamento indevido, Gestão fiscal","A retenção de pagamentos é permitida em caso de perda da regularidade fiscal? - Regularidade fiscal, Retenção de impostos, Direito de retenção, Liquidação da despesa, Responsabilidade fiscal, Pagamento indevido, Gestão fiscal, Sustentabilidade fiscal","A retenção de pagamentos é permitida em caso de perda da regularidade fiscal? - Regularidade fiscal, Retenção de impostos, Direito de retenção, Liquidação da despesa, Responsabilidade fiscal, Pagamento indevido, Gestão fiscal, Sustentabilidade fiscal","A retenção de pagamentos é permitida em caso de perda da regularidade fiscal? - Regularidade fiscal, Retenção de impostos, Direito de retenção, Liquidação da despesa, Responsabilidade fiscal, Pagamento indevido, Gestão fiscal, Sustentabilidade fiscal"
133,Por que despesas desnecessárias e anteriores à celebração do contrato são consideradas irregulares?,LLM,Por que despesas desnecessárias e anteriores à celebração do contrato são consideradas irregulares? - Superfaturamento,"Por que despesas desnecessárias e anteriores à celebração do contrato são consideradas irregulares? - Superfaturamento, Intempestividade","Por que despesas desnecessárias e anteriores à celebração do contrato são consideradas irregulares? - Superfaturamento, Intempestividade, Custo não renovável","Por que despesas desnecessárias e anteriores à celebração do contrato são consideradas irregulares? - Superfaturamento, Intempestividade, Custo não renovável, Formalização do contrato","Por que despesas desnecessárias e anteriores à celebração do contrato são consideradas irregulares? - Superfaturamento, Intempestividade, Custo não renovável, Formalização do contrato, Verba ilegal","Por que despesas desnecessárias e anteriores à celebração do contrato são consideradas irregulares? - Superfaturamento, Intempestividade, Custo não renovável, Formalização do contrato, Verba ilegal, Despesa","Por que despesas desnecessárias e anteriores à celebração do contrato são consideradas irregulares? - Superfaturamento, Intempestividade, Custo não renovável, Formalização do contrato, Verba ilegal, Despesa, Pagamento indevido","Por que despesas desnecessárias e anteriores à celebração do contrato são consideradas irregulares? - Superfaturamento, Intempestividade, Custo não renovável, Formalização do contrato, Verba ilegal, Despesa, Pagamento indevido, Inexequibilidade","Por que despesas desnecessárias e anteriores à celebração do contrato são consideradas irregulares? - Superfaturamento, Intempestividade, Custo não renovável, Formalização do contrato, Verba ilegal, Despesa, Pagamento indevido, Inexequibilidade, Contas irregulares","Por que despesas desnecessárias e anteriores à celebração do contrato são consideradas irregulares? - Superfaturamento, Intempestividade, Custo não renovável, Formalização do contrato, Verba ilegal, Despesa, Pagamento indevido, Inexequibilidade, Contas irregulares, Despesas de exercícios anteriores"
134,Como o vínculo trabalhista ou societário pré-existente afeta a competitividade das licitantes no certame licitatório?,LLM,Como o vínculo trabalhista ou societário pré-existente afeta a competitividade das licitantes no certame licitatório? - Direito societário,"Como o vínculo trabalhista ou societário pré-existente afeta a competitividade das licitantes no certame licitatório? - Direito societário, Licitação","Como o vínculo trabalhista ou societário pré-existente afeta a competitividade das licitantes no certame licitatório? - Direito societário, Licitação, Vínculo empregatício","Como o vínculo trabalhista ou societário pré-existente afeta a competitividade das licitantes no certame licitatório? - Direito societário, Licitação, Vínculo empregatício, Relação de trabalho","Como o vínculo trabalhista ou societário pré-existente afeta a competitividade das licitantes no certame licitatório? - Direito societário, Licitação, Vínculo empregatício, Relação de trabalho, Habilitação de licitante","Como o vínculo trabalhista ou societário pré-existente afeta a competitividade das licitantes no certame licitatório? - Direito societário, Licitação, Vínculo empregatício, Relação de trabalho, Habilitação de licitante, Passivo trabalhista","Como o vínculo trabalhista ou societário pré-existente afeta a competitividade das licitantes no certame licitatório? - Direito societário, Licitação, Vínculo empregatício, Relação de trabalho, Habilitação de licitante, Passivo trabalhista, Crédito trabalhista","Como o vínculo trabalhista ou societário pré-existente afeta a competitividade das licitantes no certame licitatório? - Direito societário, Licitação, Vínculo empregatício, Relação de trabalho, Habilitação de licitante, Passivo trabalhista, Crédito trabalhista, Rescisão trabalhista","Como o vínculo trabalhista ou societário pré-existente afeta a competitividade das licitantes no certame licitatório? - Direito societário, Licitação, Vínculo empregatício, Relação de trabalho, Habilitação de licitante, Passivo trabalhista, Crédito trabalhista, Rescisão trabalhista","Como o vínculo trabalhista ou societário pré-existente afeta a competitividade das licitantes no certame licitatório? - Direito societário, Licitação, Vínculo empregatício, Relação de trabalho, Habilitação de licitante, Passivo trabalhista, Crédito trabalhista, Rescisão trabalhista"
135,É permitido atribuir pontuação a uma empresa licitante nas licitações de técnica e preço com base na posse de determinados tipos de profissionais em seu quadro permanente?,LLM,É permitido atribuir pontuação a uma empresa licitante nas licitações de técnica e preço com base na posse de determinados tipos de profissionais em seu quadro permanente? - Licitação de técnica e preço,"É permitido atribuir pontuação a uma empresa licitante nas licitações de técnica e preço com base na posse de determinados tipos de profissionais em seu quadro permanente? - Licitação de técnica e preço, Qualificação técnica","É permitido atribuir pontuação a uma empresa licitante nas licitações de técnica e preço com base na posse de determinados tipos de profissionais em seu quadro permanente? - Licitação de técnica e preço, Qualificação técnica, Proposta técnica","É permitido atribuir pontuação a uma empresa licitante nas licitações de técnica e preço com base na posse de determinados tipos de profissionais em seu quadro permanente? - Licitação de técnica e preço, Qualificação técnica, Proposta técnica, Capacidade técnico-profissional","É permitido atribuir pontuação a uma empresa licitante nas licitações de técnica e preço com base na posse de determinados tipos de profissionais em seu quadro permanente? - Licitação de técnica e preço, Qualificação técnica, Proposta técnica, Capacidade técnico-profissional, Licitação de melhor técnica","É permitido atribuir pontuação a uma empresa licitante nas licitações de técnica e preço com base na posse de determinados tipos de profissionais em seu quadro permanente? - Licitação de técnica e preço, Qualificação técnica, Proposta técnica, Capacidade técnico-profissional, Licitação de melhor técnica, Contratação temporária","É permitido atribuir pontuação a uma empresa licitante nas licitações de técnica e preço com base na posse de determinados tipos de profissionais em seu quadro permanente? - Licitação de técnica e preço, Qualificação técnica, Proposta técnica, Capacidade técnico-profissional, Licitação de melhor técnica, Contratação temporária, Atestado de capacidade técnica","É permitido atribuir pontuação a uma empresa licitante nas licitações de técnica e preço com base na posse de determinados tipos de profissionais em seu quadro permanente? - Licitação de técnica e preço, Qualificação técnica, Proposta técnica, Capacidade técnico-profissional, Licitação de melhor técnica, Contratação temporária, Atestado de capacidade técnica, Tipo de licitação","É permitido atribuir pontuação a uma empresa licitante nas licitações de técnica e preço com base na posse de determinados tipos de profissionais em seu quadro permanente? - Licitação de técnica e preço, Qualificação técnica, Proposta técnica, Capacidade técnico-profissional, Licitação de melhor técnica, Contratação temporária, Atestado de capacidade técnica, Tipo de licitação, Notória especialização","É permitido atribuir pontuação a uma empresa licitante nas licitações de técnica e preço com base na posse de determinados tipos de profissionais em seu quadro permanente? - Licitação de técnica e preço, Qualificação técnica, Proposta técnica, Capacidade técnico-profissional, Licitação de melhor técnica, Contratação temporária, Atestado de capacidade técnica, Tipo de licitação, Notória especialização"
136,Um erro material deve levar à desclassificação antecipada da proposta?,LLM,Um erro material deve levar à desclassificação antecipada da proposta? - Inexatidão material,"Um erro material deve levar à desclassificação antecipada da proposta? - Inexatidão material, Proposta","Um erro material deve levar à desclassificação antecipada da proposta? - Inexatidão material, Proposta, Erro de julgamento","Um erro material deve levar à desclassificação antecipada da proposta? - Inexatidão material, Proposta, Erro de julgamento, Proposta de preço","Um erro material deve levar à desclassificação antecipada da proposta? - Inexatidão material, Proposta, Erro de julgamento, Proposta de preço, Erro essencial","Um erro material deve levar à desclassificação antecipada da proposta? - Inexatidão material, Proposta, Erro de julgamento, Proposta de preço, Erro essencial, Erro formal","Um erro material deve levar à desclassificação antecipada da proposta? - Inexatidão material, Proposta, Erro de julgamento, Proposta de preço, Erro essencial, Erro formal, Erro de procedimento","Um erro material deve levar à desclassificação antecipada da proposta? - Inexatidão material, Proposta, Erro de julgamento, Proposta de preço, Erro essencial, Erro formal, Erro de procedimento","Um erro material deve levar à desclassificação antecipada da proposta? - Inexatidão material, Proposta, Erro de julgamento, Proposta de preço, Erro essencial, Erro formal, Erro de procedimento","Um erro material deve levar à desclassificação antecipada da proposta? - Inexatidão material, Proposta, Erro de julgamento, Proposta de preço, Erro essencial, Erro formal, Erro de procedimento"
137,Há vedação à inclusão de novo documento destinado a atestar condição de habilitação preexistente em sede de diligência?,LLM,Há vedação à inclusão de novo documento destinado a atestar condição de habilitação preexistente em sede de diligência? - Diligência,"Há vedação à inclusão de novo documento destinado a atestar condição de habilitação preexistente em sede de diligência? - Diligência, Habilitação de licitante","Há vedação à inclusão de novo documento destinado a atestar condição de habilitação preexistente em sede de diligência? - Diligência, Habilitação de licitante, Habilitação jurídica","Há vedação à inclusão de novo documento destinado a atestar condição de habilitação preexistente em sede de diligência? - Diligência, Habilitação de licitante, Habilitação jurídica, Doença preexistente","Há vedação à inclusão de novo documento destinado a atestar condição de habilitação preexistente em sede de diligência? - Diligência, Habilitação de licitante, Habilitação jurídica, Doença preexistente, Habilitação profissional","Há vedação à inclusão de novo documento destinado a atestar condição de habilitação preexistente em sede de diligência? - Diligência, Habilitação de licitante, Habilitação jurídica, Doença preexistente, Habilitação profissional, Regularidade fiscal","Há vedação à inclusão de novo documento destinado a atestar condição de habilitação preexistente em sede de diligência? - Diligência, Habilitação de licitante, Habilitação jurídica, Doença preexistente, Habilitação profissional, Regularidade fiscal","Há vedação à inclusão de novo documento destinado a atestar condição de habilitação preexistente em sede de diligência? - Diligência, Habilitação de licitante, Habilitação jurídica, Doença preexistente, Habilitação profissional, Regularidade fiscal","Há vedação à inclusão de novo documento destinado a atestar condição de habilitação preexistente em sede de diligência? - Diligência, Habilitação de licitante, Habilitação jurídica, Doença preexistente, Habilitação profissional, Regularidade fiscal","Há vedação à inclusão de novo documento destinado a atestar condição de habilitação preexistente em sede de diligência? - Diligência, Habilitação de licitante, Habilitação jurídica, Doença preexistente, Habilitação profissional, Regularidade fiscal"
138,A exigência de comprovação de quantitativos mínimos em obras ou serviços com características semelhantes é legal?,LLM,A exigência de comprovação de quantitativos mínimos em obras ou serviços com características semelhantes é legal? - Obras e serviços de engenharia,"A exigência de comprovação de quantitativos mínimos em obras ou serviços com características semelhantes é legal? - Obras e serviços de engenharia, Obra pública","A exigência de comprovação de quantitativos mínimos em obras ou serviços com características semelhantes é legal? - Obras e serviços de engenharia, Obra pública, Qualidade","A exigência de comprovação de quantitativos mínimos em obras ou serviços com características semelhantes é legal? - Obras e serviços de engenharia, Obra pública, Qualidade, Execução de obras e serviços","A exigência de comprovação de quantitativos mínimos em obras ou serviços com características semelhantes é legal? - Obras e serviços de engenharia, Obra pública, Qualidade, Execução de obras e serviços, Serviços comuns de engenharia","A exigência de comprovação de quantitativos mínimos em obras ou serviços com características semelhantes é legal? - Obras e serviços de engenharia, Obra pública, Qualidade, Execução de obras e serviços, Serviços comuns de engenharia, Serviços comuns","A exigência de comprovação de quantitativos mínimos em obras ou serviços com características semelhantes é legal? - Obras e serviços de engenharia, Obra pública, Qualidade, Execução de obras e serviços, Serviços comuns de engenharia, Serviços comuns, Estratificação","A exigência de comprovação de quantitativos mínimos em obras ou serviços com características semelhantes é legal? - Obras e serviços de engenharia, Obra pública, Qualidade, Execução de obras e serviços, Serviços comuns de engenharia, Serviços comuns, Estratificação, Superfaturamento","A exigência de comprovação de quantitativos mínimos em obras ou serviços com características semelhantes é legal? - Obras e serviços de engenharia, Obra pública, Qualidade, Execução de obras e serviços, Serviços comuns de engenharia, Serviços comuns, Estratificação, Superfaturamento","A exigência de comprovação de quantitativos mínimos em obras ou serviços com características semelhantes é legal? - Obras e serviços de engenharia, Obra pública, Qualidade, Execução de obras e serviços, Serviços comuns de engenharia, Serviços comuns, Estratificação, Superfaturamento"
139,Qual a extensão da sanção de impedimento de licitar e contratar?,LLM,Qual a extensão da sanção de impedimento de licitar e contratar? - Suspensão temporária,"Qual a extensão da sanção de impedimento de licitar e contratar? - Suspensão temporária, Sanção administrativa","Qual a extensão da sanção de impedimento de licitar e contratar? - Suspensão temporária, Sanção administrativa, Inexigibilidade de licitação","Qual a extensão da sanção de impedimento de licitar e contratar? - Suspensão temporária, Sanção administrativa, Inexigibilidade de licitação, Inidoneidade","Qual a extensão da sanção de impedimento de licitar e contratar? - Suspensão temporária, Sanção administrativa, Inexigibilidade de licitação, Inidoneidade, Processo administrativo de responsabilização","Qual a extensão da sanção de impedimento de licitar e contratar? - Suspensão temporária, Sanção administrativa, Inexigibilidade de licitação, Inidoneidade, Processo administrativo de responsabilização, Cadastro de Empresas Inidôneas e Suspensas","Qual a extensão da sanção de impedimento de licitar e contratar? - Suspensão temporária, Sanção administrativa, Inexigibilidade de licitação, Inidoneidade, Processo administrativo de responsabilização, Cadastro de Empresas Inidôneas e Suspensas, Dosimetria","Qual a extensão da sanção de impedimento de licitar e contratar? - Suspensão temporária, Sanção administrativa, Inexigibilidade de licitação, Inidoneidade, Processo administrativo de responsabilização, Cadastro de Empresas Inidôneas e Suspensas, Dosimetria, Sanção premial","Qual a extensão da sanção de impedimento de licitar e contratar? - Suspensão temporária, Sanção administrativa, Inexigibilidade de licitação, Inidoneidade, Processo administrativo de responsabilização, Cadastro de Empresas Inidôneas e Suspensas, Dosimetria, Sanção premial","Qual a extensão da sanção de impedimento de licitar e contratar? - Suspensão temporária, Sanção administrativa, Inexigibilidade de licitação, Inidoneidade, Processo administrativo de responsabilização, Cadastro de Empresas Inidôneas e Suspensas, Dosimetria, Sanção premial"
140,Quais documentos são exigidos para habilitação técnico-operacional em certames de obras e serviços de engenharia?,LLM,Quais documentos são exigidos para habilitação técnico-operacional em certames de obras e serviços de engenharia? - Capacidade técnico-operacional,"Quais documentos são exigidos para habilitação técnico-operacional em certames de obras e serviços de engenharia? - Capacidade técnico-operacional, Obras e serviços de engenharia","Quais documentos são exigidos para habilitação técnico-operacional em certames de obras e serviços de engenharia? - Capacidade técnico-operacional, Obras e serviços de engenharia, Qualificação técnica","Quais documentos são exigidos para habilitação técnico-operacional em certames de obras e serviços de engenharia? - Capacidade técnico-operacional, Obras e serviços de engenharia, Qualificação técnica, Capacidade técnico-profissional","Quais documentos são exigidos para habilitação técnico-operacional em certames de obras e serviços de engenharia? - Capacidade técnico-operacional, Obras e serviços de engenharia, Qualificação técnica, Capacidade técnico-profissional, Habilitação de licitante","Quais documentos são exigidos para habilitação técnico-operacional em certames de obras e serviços de engenharia? - Capacidade técnico-operacional, Obras e serviços de engenharia, Qualificação técnica, Capacidade técnico-profissional, Habilitação de licitante, Atestado de capacidade técnica","Quais documentos são exigidos para habilitação técnico-operacional em certames de obras e serviços de engenharia? - Capacidade técnico-operacional, Obras e serviços de engenharia, Qualificação técnica, Capacidade técnico-profissional, Habilitação de licitante, Atestado de capacidade técnica, Obra pública","Quais documentos são exigidos para habilitação técnico-operacional em certames de obras e serviços de engenharia? - Capacidade técnico-operacional, Obras e serviços de engenharia, Qualificação técnica, Capacidade técnico-profissional, Habilitação de licitante, Atestado de capacidade técnica, Obra pública, Documento técnico","Quais documentos são exigidos para habilitação técnico-operacional em certames de obras e serviços de engenharia? - Capacidade técnico-operacional, Obras e serviços de engenharia, Qualificação técnica, Capacidade técnico-profissional, Habilitação de licitante, Atestado de capacidade técnica, Obra pública, Documento técnico, Projeto de engenharia","Quais documentos são exigidos para habilitação técnico-operacional em certames de obras e serviços de engenharia? - Capacidade técnico-operacional, Obras e serviços de engenharia, Qualificação técnica, Capacidade técnico-profissional, Habilitação de licitante, Atestado de capacidade técnica, Obra pública, Documento técnico, Projeto de engenharia, Capacidade operacional"
